Date;ACCOR;CREDIT AGRICOLE ;AEROPORTS DE PARIS ;AIR FRANCE - KLM;L'AIR LIQUIDE;Airbus ;ARKEMA ;ALD ;ALSTOM ;ALTAREA SC;DASSAULT AVIATION;AMUNDI;ANTIN INFRASTRUCTURE PARTNERS;ALTEN ;ATOS ;SOCIETE BIC;BIOMERIEUX ;DANONE;BNP PARIBAS ;BOLLORE ;BUREAU VERITAS ;CARREFOUR;Capgemini ;CARMILA;CGG ;CASINO, GUICHARD-PERRACHON;COFACE;COVIVIO ;AXA;DERICHEBOURG ;JCDECAUX ;VINCI;SARTORIUS STEDIM BIOTECH;DASSAULT SYSTEMES ;EDENRED;ELECTRICITE DE FRANCE ;ELIOR GROUP;ELIS;BOUYGUES;ENGIE;Euronext ;FAURECIA;ERAMET ;EUROFINS SCIENTIFIC ;EUTELSAT COMMUNICATIONS;LA FRANCAISE DES JEUX ;EIFFAGE ;FNAC DARTY;VALEO;GETLINK;GECINA ;SOCIETE GENERALE ;GAZTRANSPORT ET TECHNIGAZ ;THALES;ICADE;IPSEN ;IPSOS ;INTERPARFUMS ;KERING ;KORIAN;KLEPIERRE;LEGRAND;LVMH MOET HENNESSY LOUIS VUITTON;MCPHY ENERGY;MERCIALYS;WENDEL;COMPAGNIE GENERALE DES ETABLISSEMENTS MICHELIN ;METROPOLE TELEVISION ;ArcelorMittal;NEOEN;NEXANS ;IMERYS;NEXITY ;L'OREAL;ORANGE ;ORPEA;OVH GROUPE ;COMPAGNIE PLASTIC OMNIUM ;PUBLICIS GROUPE ;REMY COINTREAU ;EURAZEO;PERNOD RICARD;RENAULT ;RUBIS;REXEL ;SOLUTIONS 30 ;SAFRAN ;SANOFI ;SCOR ;SES;SES-IMAGOTAG;COMPAGNIE DE SAINT-GOBAIN ;SEB;SOMFY;SOITEC ;SOPRA STERIA GROUP ;SPIE;Stellantis;STMicroelectronics ;SCHNEIDER ELECTRIC;SODEXO;Technip Energies;TELEPERFORMANCE ;TELEVISION FRANCAISE 1;TRIGANO ;TotalEnergies ;VEOLIA ENVIRONNEMENT ;VIRBAC;VIVENDI ;VALLOUREC;VALNEVA ;VERALLIA;WORLDLINE ;SOLVAY;SBF 120
7/21/2022;27.78;8.61;124.4;1.26;128.74;104.56;90.54;10.94;23;143.8;139.3;52.95;26.1;124.1;10.94;55.7;105.25;53.83;44.53;4.81;26.1;17.01;171;14.7;0.77;12.42;9.95;56.2;21.25;5.75;17.48;89;368;39.29;47.27;11.77;2.17;14.22;28.59;11.42;78.08;17.45;90.9;82.02;10.58;33.53;86.94;41.48;19.62;18.96;92.55;20.76;127.8;121.7;45;93.25;48.5;49.05;530.2;14.4;20.32;78.28;633.3;15.41;8.54;86.45;28.23;14.27;22.93;39.01;83.1;30.92;26.2;347;10.3;22.64;16.28;17.84;49.5;181.1;65.85;186.35;25.49;22.61;16.11;3.49;103.04;97.72;20.14;7.84;92;43.76;83.8;136.4;151.75;154.9;22.46;12.57;34.07;125.4;74.54;10.29;331.2;6.72;95.5;47.89;23.71;350.5;10;8.58;10.08;22.18;37.31;82.26;4805.17
7/22/2022;27.98;8.51;126.05;1.25;129.34;105.58;90.44;10.94;22.86;146.2;141.3;52.85;26.44;124.6;10.91;55.6;104.75;53.74;43.82;4.75;26.29;16.86;171.1;15.06;0.78;12.2;9.99;58.65;21.21;5.73;17.43;89.57;376.3;39.48;47.33;11.77;2.14;14.24;28.83;11.42;77.46;17.5;90.75;83.1;10.43;33.94;87.18;40.6;19.97;19.05;98.8;20.44;132.5;119.85;46.46;91.75;47.4;49.75;531.3;15;21.11;78.46;634.7;15.57;8.72;86.7;28.24;14.2;23.04;40.98;84.45;30.84;26.36;353.6;10.12;23.68;16.16;18.2;50.26;182.5;66.4;185.5;25.83;22.73;16.22;3.55;103.5;97.36;20.22;7.85;92;43.32;83.7;118.8;151.65;154.3;22.42;12.65;33.93;125.58;75.06;10.05;330.1;6.65;96.15;48.54;23.77;353;10.01;8.64;9.82;21.82;36.59;80.62;4819.59
7/25/2022;27.94;8.67;123.85;1.25;128.92;105.84;90.86;11.06;23.04;146;140;52.8;26.22;123;10.41;55.85;103.5;54.26;44.73;4.75;25.83;16.97;169.8;15;0.8;12.34;10.36;58.55;21.43;5.79;17.44;90.05;359.6;39.13;46.89;11.75;2.1;14.26;29.17;11.64;77.38;17.99;94.35;81.34;8.57;33.68;87.92;39.9;19.79;19.15;97.5;20.84;130.9;118.45;46.94;90;48.4;48.95;533;14.81;21.52;77.2;637.4;15.21;8.72;86.4;28.33;14.16;23.1;40.44;83.3;30.78;26.6;353.75;10.27;23.24;16.01;18.19;49.72;183.4;66.25;186.9;26.37;22.73;16;3.39;102.6;98.05;20.17;7.84;97.1;43.02;81.6;123.4;149.75;153.8;22.68;12.85;34.15;124.36;74.88;10.23;325.8;6.67;94.3;49.1;23.85;354.5;10.06;8.67;9.75;21.78;36.79;81;4829.80
7/26/2022;27.85;8.6;127;1.23;129.12;105;89.02;10.9;22.28;145.4;138.6;51.8;26.48;120.3;9.94;55.7;104.35;54.98;44.32;4.7;25.66;16.86;169.5;15.1;0.79;11.68;10.18;59;21.41;5.69;17.11;89.92;364.4;39.45;48.57;11.77;2.09;14.31;28.94;11.49;75.62;16.66;95.9;81.38;7.01;33.38;88.46;37.96;19.3;19.69;96.9;20.68;132.7;120.8;46.98;89.45;48.4;48;524.9;14.58;21.26;76.6;625.2;14.68;8.61;85.3;27.95;14;22.71;40.95;82.45;30.5;26.2;354.95;10.24;23.11;15.13;17.59;49.75;180.2;65.25;187.3;25.76;22.87;15.82;3.23;103.44;99.6;19.96;7.94;96.9;42.1;79.3;126.4;137.55;151.8;22.52;12.78;33.85;124.2;76.48;10.29;327.4;6.57;91.15;49.2;23.04;356;9.95;8.6;9.94;22.08;36.56;79;4808.52
7/27/2022;28.7;8.67;127.85;1.27;129.12;106.16;88.4;11.1;22.32;144;139.1;52.5;26.9;121.2;11.55;55.45;104.3;54.45;44.37;4.8;26.04;17.19;167.8;14.94;0.83;11.9;10.3;58.7;21.8;5.95;17.26;89.85;366.9;40.31;49.71;11.9;2.74;14.65;28.88;11.75;75.66;16.78;96.6;75.52;7.29;33.92;88.66;38.52;20.07;19.41;96.55;20.98;135.1;121.95;46.3;89.7;49.2;47.7;528;14.57;21.14;77.54;636;14.93;8.59;86.2;26.24;13.02;22.7;41.07;86.95;30.78;26.46;355.75;10.16;23.51;15.52;18;50.62;183.4;66.15;188.35;26.26;23.21;16.1;3.48;103.94;98.76;20.46;8.02;92.9;42.79;79.35;127.8;145.05;153.5;22.3;12.93;35;126.5;78.16;10.45;331.1;6.49;91;49.75;23.4;354.5;9.99;8.93;9.95;22.4;41.59;80.18;4847.62
7/28/2022;25.35;8.76;129.6;1.29;133.24;103.04;91.02;11.16;23.41;142.8;139.8;53.65;28.52;128.1;11.14;55.3;105;53.4;44.7;4.85;26.5;16.77;170.7;15.32;0.82;11.76;10.3;60.1;21.96;6.04;15.23;90.54;378.8;41.06;49.61;11.86;2.76;14.4;29.07;12.05;77.3;16.69;103.2;73.82;7.51;34.2;89.38;38.62;20.31;19.5;99.25;21.13;133.2;124.05;46.96;104.2;49.35;48.6;556.1;14.54;21.53;80.7;662.9;16.08;8.61;88.4;26.27;12.87;23.12;42.53;92.9;31.3;23.54;354.7;9.93;24.23;15.97;17.73;51.06;190.8;68.2;191.1;27.35;23.16;16.82;3.15;105.42;98.6;16.66;7.67;91.6;43.93;79.75;126.6;152.3;157.2;22.82;13.56;36.28;134.72;78.76;10.8;317.2;6.65;92.8;48.09;23.92;351;9.98;8.75;9.98;24.62;41.95;83.2;4908.50
7/29/2022;25.28;8.98;134.6;1.34;134.12;104.88;92.3;11.56;23.15;144.8;139.5;52.9;29.38;131.6;12;55.2;105.6;53.81;46;4.92;26.93;16.64;185.35;15.46;0.87;11.52;10.21;61.65;22.45;6.2;15.73;93.38;389.6;41.66;50.1;11.86;3.16;14.56;29.5;12.06;79.48;17.55;102.9;76.02;7.43;34.85;91.46;39.12;20.89;19.53;100;21.84;134.5;121.35;48.86;98.8;50;48.95;556.9;14.43;21.65;79.88;675;14.99;8.65;89.65;27.17;12.86;23.92;42.87;93.6;32.98;23.96;368.1;10;24.28;16.01;18.21;51.9;192.6;69.65;191.5;28.75;23.79;17.32;3.3;106.98;97.21;17.15;7.37;94.8;45.33;82.05;123.4;155.55;162.2;23.4;13.92;36.93;134.54;79.24;11.53;326.3;6.72;95.2;49.76;24.37;360;9.26;9.01;9.65;24.96;43;85.5;4991.62
08/01/2022;25.64;8.91;135.85;1.41;132.54;102.48;92.26;11.64;23.06;142.4;143.9;52.8;29.52;131.2;11.79;54.15;105.95;53.73;45.86;5.01;26.88;16.22;185.4;15.1;0.87;11.2;10.31;60.55;22.34;6.08;15.9;91.75;390;42.04;50.42;11.89;3.15;14.49;29.28;12.42;79.84;17.79;100;74.5;7.52;35.15;90.02;37.82;21.04;19.33;98.05;21.64;134.3;125.1;47.64;95.7;49.9;48.85;552.9;14.67;21.29;80.44;688.3;14.16;8.54;89.15;26.83;12.72;23.64;41.5;95.2;32.96;23.16;369.25;9.96;25.47;15.97;18.43;50.9;191.7;68.5;193.25;29.97;23.76;17.08;3.32;106.92;94.5;17.34;7.47;98.4;45.15;80.45;124.8;158.05;161.2;23.52;14.05;37.26;133.26;80.12;11.37;329.8;6.76;93.15;48.95;24.33;351.5;9.16;9.06;9.71;24.5;42.91;84.76;4982.95
08/02/2022;25.47;8.95;138.25;1.42;131.96;102.74;91.1;11.64;23.22;142;145.8;52.2;28.26;129;11.76;55.3;105.95;54;46.4;4.95;26.77;16.46;185.5;15.16;0.86;10.99;10.17;60;22.18;5.95;15.82;91.42;385.9;41.86;50.22;11.89;3.09;14.31;29.23;12.51;78.02;17.17;97.6;74.94;7.93;35.04;90.42;36.84;20.93;19.58;97.95;21.64;132;126.25;47.14;95.1;49.75;47.6;543.5;14.34;21.58;79.5;679;14.26;8.48;87.4;26.31;12.76;23.23;42.5;94.6;33.28;22.4;363.8;10.08;24.48;15.39;18.26;50.08;187.3;67.1;189.55;29.95;23.59;17.08;3.24;107.14;96.95;16.61;7.62;96;44.16;79.3;122.4;156.75;159.4;23.16;14.28;37.59;131.68;79.06;11.53;327.1;6.75;91.7;48.24;24.68;355.5;9.17;9.02;9.67;24.5;43.26;85.14;4960.73
08/03/2022;25.73;9.12;141.3;1.49;132.6;104.1;91.54;11.78;23.36;143;145;53.55;29.2;131.7;12.24;57.9;105.8;54.02;47.26;5.01;27.03;16.47;189.5;15.58;0.89;11.43;10.29;60.5;23.43;6.09;15.86;92.45;383.8;42.3;51.42;11.89;3.15;14.35;29.35;12.37;79.4;17.95;95.5;76.92;8.21;35.13;92;37.42;21.42;19.53;98.3;22.31;131.5;124.9;47.72;94.2;50.5;47.9;553.4;14.63;21.65;79.9;685.6;14;8.63;88.7;27.36;12.83;23.54;42.31;96.4;33.3;22.24;361.4;9.94;24.6;15.38;18.64;50.8;188.3;66.3;191.25;29.66;23.48;17.41;3.43;107.76;96.76;16.39;7.76;97.5;44.7;80.6;123;161;160.6;23.4;14.42;38.44;133.68;79.06;11.76;327.3;6.83;95.1;48.65;24;370.5;9.26;9.13;9.68;24.72;43.1;86.06;5009.78
08/04/2022;26.12;9.54;142;1.54;133.66;103.84;92.76;11.8;23.58;143;142.2;54.35;29.6;133.7;11.94;59.9;108.05;54.1;48.33;4.95;27.05;16.23;190.65;15.98;0.86;12.41;10.47;60.05;23.14;6.09;15.7;93.1;385.7;42.94;51.62;11.93;3.08;14.49;29.41;12.42;80.24;16.9;97.1;76.36;8.24;35.15;92;37.52;20.23;19.4;97.85;22.77;130.4;124;47.72;93.9;50.6;48.85;556.4;14.84;21.78;81.32;693;14.44;8.65;88.55;27.35;12.9;23.8;42.32;97.8;33.48;22.34;366.35;9.93;24.52;15.22;18.4;51.08;190.1;67;193.1;29.24;23.3;17.59;3.43;107.32;96.33;16.63;7.06;98.4;45.32;80.65;124;164.25;162;23.52;14.33;38.65;134.58;79.16;11.89;329.5;6.92;96.3;48.64;24.22;378;9.27;8.98;9.74;24.98;43;85.78;5039.55
08/05/2022;26.24;9.73;140.3;1.56;133.34;104.78;91.6;12.22;23.75;143.2;143.7;54.3;28.9;131.1;11.77;58.1;106.55;53.67;48.84;4.9;26.57;16.48;188.35;16.08;0.85;12.78;10.52;59.5;23.48;6.08;15.37;91.9;371.7;42;51.5;11.94;3.1;14.42;29.49;12.45;81.16;16.5;98.55;75.16;8.51;34.58;90.5;37.12;19.83;19.26;96.4;22.77;128.2;123.5;47.4;93.75;49.85;48.2;543.6;14.8;21.7;79.5;682.2;14.16;8.62;85.4;27.54;12.9;23.99;43.46;95.3;33.4;22.24;358.15;10.12;24.51;15.27;18.13;49.12;184.6;64.9;191.7;29.77;23.23;17.52;3.45;106.06;97.51;16.89;7.27;95.9;45.43;80.5;121.4;161.9;161.1;23.04;14.33;37.6;132.14;78.6;11.95;308.9;6.88;93.55;48.89;23.99;371;9.4;9.08;9.73;24.42;42.46;85.98;5006.87
08/08/2022;26.66;9.88;140.65;1.54;134.54;106.06;92.86;12.24;24.04;146.4;144.8;55.05;29.48;132.2;11.88;58.4;107.05;53.6;48.51;4.94;26.57;16.56;188.35;16.4;0.86;12.62;10.51;60.45;23.85;6.1;15.62;92.7;374.9;42.62;51.96;11.91;3.12;14.39;29.82;12.56;82.2;17.55;99.9;74.96;8.57;34.81;91.96;37.28;20.75;19.3;97.5;22.88;126.8;123.15;47.82;94.8;50.2;48.8;550.8;15.02;21.99;79.62;689.1;14.53;8.74;86.15;27.79;12.59;24.36;44.1;96.65;33.54;22.82;361;10.06;24.95;15.59;18.65;50.3;188.1;65.15;194;30.16;23.44;17.66;3.55;107.34;96.85;17.17;7.35;96.3;45.58;80.9;121.8;161.1;161.2;23.06;14.78;37.4;132.38;79.14;12.05;314.6;6.93;95.2;49.82;24.47;366.5;9.39;9.14;10;24.5;42.69;87.06;5047.65
08/09/2022;26.4;9.87;142.5;1.49;133.88;106.44;91.16;12.2;23.88;144.2;146.2;54.95;29.58;130.4;11.37;58.7;106.25;53.57;48.51;4.93;26.55;16.64;187;16.46;0.87;12.46;10.67;60.35;23.89;6.09;15.43;93.2;369.4;41.98;51.46;11.9;3.32;14.39;30.19;12.6;82.6;16.73;99.05;74.82;8.64;34.56;91.98;36.7;20.28;19.66;97.1;22.81;129.6;124.45;47.5;96.35;49.95;48.4;545.9;14.83;22.08;79.26;679.5;14.36;8.8;84.2;26.83;12.73;24.19;43.89;96.4;32.58;22.56;359.3;10.18;24.38;15.15;18.45;50.5;187.3;64.1;193.65;29.53;23.24;17.41;3.41;107.98;95.48;17.13;7.34;93.8;44.7;78.8;121.8;154.4;157.3;22.8;14.41;35.45;131.02;79.76;12.21;310.3;6.95;92.65;50.85;24.59;366.5;9.31;9.37;10.15;24.3;42.32;86.02;5020.58
08/10/2022;26.74;9.96;142;1.53;135.24;107.52;92.96;12.36;25.33;149.4;144.3;56.7;31;134;11.95;58.35;104.85;53.57;49.24;4.9;26.81;16.91;190.1;17.02;0.86;12.94;10.67;62.5;24.16;6.18;15.79;93.49;375.8;42.8;51.58;11.88;3.3;14.75;30.39;12.75;82.32;17.44;101.1;75.98;8.97;34.89;92.36;36.94;20.95;19.65;100.3;23.28;130.5;122.8;48.84;98.25;50.6;48.65;554;15;22.79;80.54;690;14.36;8.95;86.4;27.58;12.59;24.87;43.48;99.15;33.06;23.08;361;10.11;25.2;15.73;18.86;50.76;190.7;65.25;195.6;30.55;23.71;17.91;3.57;109.82;87.67;17.29;7.46;98;45.83;80.6;123.8;158.2;160.1;23.14;14.6;36.62;134.22;80.68;12.07;312.1;7.02;96.2;50.54;24.58;367.5;9.39;9.2;10.17;25;43.57;87.44;5051.38
08/11/2022;26.44;10.04;140.7;1.52;134.94;107.84;91.5;12.22;25.33;147.6;145.7;56.2;30.44;135;11.85;57.55;105.85;53.55;49.56;4.91;26.75;17.12;189.9;16.82;0.88;13.45;10.71;62.05;24.26;6.2;15.96;94.36;387.4;43.03;51.74;11.91;3.21;14.52;30.62;12.81;79.64;17.64;103.6;76.38;8.73;34.89;92.96;36.5;21.16;19.47;99.3;23.35;132.7;123.45;48.36;96.8;50.9;48.6;559.7;15.13;22.64;80.54;693.6;15.07;8.91;86.15;26.86;12.78;24.84;43.15;98.7;32.84;23.06;360.3;10.11;25.65;15.83;19.04;51.22;191.2;65.15;194.45;30.46;23.99;17.85;3.59;109.9;84.75;17.35;7.51;99.4;45.97;80.65;122.8;159.35;158.6;23.16;14.68;37.01;134.04;80.98;12.52;314.5;7.1;97.25;52;25.26;371.5;9.44;9.45;10.01;25.6;44.92;86.8;5066.28
08/12/2022;26.74;10.07;140.3;1.52;135.8;108.42;91.2;12.22;24.24;146.2;141.4;56.65;30.82;135;11.82;58.35;102.15;52.7;50.43;4.87;26.75;17;188.05;17.18;0.89;13.62;10.83;62.2;24.42;6.39;15.84;94.01;381.3;42.75;51.88;11.91;3.3;14.54;30.74;12.9;77.52;17.7;103;75.64;8.8;35.01;92.9;36.42;21.34;19.4;100;23.71;131.3;121;48.7;95.35;50.5;48.35;561;15.15;22.99;80.56;694.5;14.5;9.05;84.3;26.77;12.8;24.44;42.26;97.45;32.96;23.24;359.95;10.12;25.64;15.53;19.3;50.8;187.6;65.05;194.05;30.71;24.2;17.65;3.65;109.74;85.46;17.6;7.53;102.2;45.8;80.5;122.8;161.25;156.9;23.1;14.84;37.13;135.14;82.04;12.53;314.8;6.87;97.7;51.93;25.57;371.5;9.42;9.45;10.11;25.38;44.62;87.18;5070.82
8/15/2022;26.86;10.03;140.95;1.57;137.36;108.8;91.2;12.2;24.32;145.4;143.5;56.5;31.46;134.9;11.73;59.45;103.7;53.68;50.08;4.85;26.89;17.17;188.9;17.22;0.89;13.9;10.78;62.35;24.46;6.48;15.77;94.48;386.1;43.4;52.28;11.92;3.32;14.6;30.6;12.85;78.26;17.3;100;77.36;8.8;35.07;93.06;36.26;20.79;19.6;99.9;23.59;132.2;121.45;48.96;97.3;50.6;49.5;561.3;15.19;23.02;81.3;699.5;14.71;9.11;85.15;26.76;12.71;24.12;43.57;97.35;32.88;23.34;363.3;10.17;25.7;15.68;19.1;51.34;190.3;65.55;195.35;30.57;23.76;17.73;3.6;111.98;85.12;17.38;7.52;102.8;45.82;80.15;123.2;162.3;156.4;22.94;14.92;37.44;135.78;82.6;12.17;316.1;6.72;96.4;50.71;25.05;375;9.37;9.36;10.36;25.28;44.63;86.68;5083.47
8/16/2022;26.91;10.04;143.85;1.59;136.22;110.54;91.48;12.2;24.03;144.4;147;56.55;32.28;132.5;11.49;60.2;101.8;54.14;50.13;4.86;26.88;17.3;188.25;16.86;0.88;13.75;10.69;61.65;24.59;6.58;15.9;95.21;390.9;42.75;52.2;11.91;3.35;14.57;30.79;12.98;78.04;17.47;107.4;76.36;9.18;34.52;93.78;36.46;21.08;19.9;99;23.63;134.9;124.55;48.78;97.1;50.8;49.05;564.1;15.17;22.72;80.98;698.9;14.72;9.1;86.85;27.19;12.8;24.87;43.16;98.2;32.76;23.82;362.75;10.3;25.43;15.35;19.5;51.84;189.4;65.55;194.05;30.75;24.55;17.68;3.56;112.46;86.59;17.14;7.72;103;46.08;79.7;122;161.4;153.3;22.92;14.9;37.57;136.44;82.54;12.21;310.4;6.78;98.15;51.5;25.17;379;9.33;9.38;10.16;25.3;44.02;87.28;5100.19
8/17/2022;26.2;9.9;142.1;1.54;135.5;108.14;88.86;11.94;22.39;141.2;146.4;54.9;31.18;130.3;10.8;60.7;101.45;54.09;49.48;4.78;26.72;17.3;186.45;16.5;0.87;13.28;10.48;59.5;24.45;6.46;15.36;94.17;398.4;42.51;52.24;11.92;3.46;14.3;30.41;12.95;76.7;16.01;103.8;75.96;9.12;34.44;92.3;36.12;20.17;19.78;95.55;23.29;134.8;125.75;47.14;96.2;50.4;49.4;563.5;14.8;22.28;80.04;700.4;14.32;9.05;85.35;26.18;12.9;24.37;43.3;96.45;32.04;23.4;364.5;10.33;24.47;14.86;19.21;50.92;190.3;64.5;194.7;29.98;24.04;17.22;3.39;111.62;81.67;16.58;7.57;101.4;44.66;78.15;120;155.2;148.4;22.72;14.71;35.94;135.46;82.6;12.13;307.9;6.68;94.3;51.54;24.69;376;9.17;9.21;9.91;24.68;43.83;84.28;5047.42
8/18/2022;26.08;9.79;141.8;1.6;136.42;108.66;89.44;11.78;22.3;142;148.2;54.35;30.94;132.6;10.89;60.25;100.5;53.68;49.03;4.82;27;17.38;187.3;16.64;0.91;12.94;10.5;60.2;24.38;6.38;15.3;94.31;397.8;42.84;52.4;11.92;3.38;13.99;30.59;12.92;76.72;16.64;106.9;75.94;9.02;34.68;92.7;36;20.62;19.67;96.45;23.19;135.7;124.65;47.24;96.8;50.2;49.9;562.7;14.71;22.12;80.56;706.9;14.05;8.84;85;26.24;12.72;24.42;42;98.55;32.14;23.7;363.8;10.33;24.27;15;19.77;50.86;192;64.95;194.75;30.24;23.96;17.12;3.39;111.58;81.72;16.71;7.48;103;43.5;77.4;122;157.15;149.8;22.72;14.88;37.1;136.82;82.46;12.33;312.9;6.58;96.05;52.8;24.35;378.5;9.02;9.5;9.91;24.1;43.4;84.72;5068.79
8/19/2022;25.36;9.58;140.4;1.52;136.5;106.24;87.76;11.56;21.9;138.2;147.3;53.4;30.38;130.1;10.62;60.05;100.1;53.65;47.66;4.74;26.95;17.41;186.2;16.36;0.91;12.81;10.3;57.95;24.26;6.34;15.01;93.79;391.8;42.53;52.58;11.92;3.33;13.72;30.48;12.94;76.88;16.1;102.9;74.88;8.75;34.24;90.98;36.04;19.98;19.64;93.55;22.53;134.9;125.1;45.56;97.15;49.3;49.8;558.1;14.21;21.6;79.28;698.3;13.6;8.54;84;25.8;12.56;23.22;42.15;98.05;31.56;23.38;362.15;10.38;23.25;14.65;19.35;50.88;191.4;63.15;195.4;29.31;23.8;16.74;3.25;109.92;81.66;16.35;7.46;102;43.23;78.15;119;153.9;148.2;22.74;14.44;36.62;134.5;81.4;11.87;310.1;6.47;93.6;52.69;24.13;376;8.98;9.36;9.72;24.06;42.77;83.48;5018.46
8/22/2022;24.72;9.33;138.55;1.45;132.04;103.24;85.4;10.94;21.33;135.8;143.1;52.05;26.28;123.7;10.14;59.3;100.75;53.23;46.48;4.59;26.63;17.25;180.85;16.3;0.89;12.67;10.06;57;23.78;5.86;14.73;92.27;382.5;40.53;51.7;11.94;3.14;13.21;29.98;12.91;77.1;14.65;101;72.46;8.64;33.38;88.54;35.58;18.73;19.78;92.2;21.85;132.5;125.2;44.8;97.4;48.45;48.4;540.5;13.95;21.42;76.44;682.6;13.24;8.41;82.1;24.96;12.15;23.18;42.38;94.1;30.52;23.2;361.9;10.35;23.24;14.09;18.45;49.02;193.2;61.9;194.25;28.02;23.6;15.88;3.12;107.84;82.98;16.1;7.4;102;41.75;76.85;116.6;149.4;143.7;22.34;13.86;35.57;128.58;80.38;12.09;304.8;6.35;91.75;53.04;23.27;376;8.99;9.18;9.62;23.66;42.01;80.32;4926.95
8/23/2022;24.76;9.36;138.55;1.45;131;102.88;86.58;11.18;21.27;136;142.4;51.95;26.02;123;10.28;58.85;99.2;52.95;46.63;4.65;26.22;17.08;180.6;16.1;0.95;12.81;10.1;56.3;23.8;5.94;14.96;92.64;374.9;39.55;51.32;11.92;3.12;13.05;29.99;12.93;76.6;14.57;103.8;70.96;8.73;33.29;88.64;34.42;19.1;19.67;91.7;21.95;134.6;124.55;44.46;95.65;48.3;48.2;538.7;13.79;21.27;76.18;679.8;13.41;8.33;82.15;24.85;12.18;23.88;42.03;93.7;30.38;23.14;354.1;10.3;23.04;13.76;18.4;48.82;188.1;61.6;190.45;27.89;23.83;16.1;3.13;107.02;81.5;16.12;7.39;102.2;41.73;76.95;116.8;149;144;22.08;14.03;35.74;128.06;79.26;12.63;299.8;6.43;90.95;54.76;23.1;373;9.05;9.75;9.4;23.74;41.8;81.9;4914.38
8/24/2022;24.66;9.31;138.35;1.45;132.26;103.32;85.94;11.18;21.39;133.2;141.7;51.45;26.1;123.7;10.33;58.95;101.5;53.51;46.66;4.67;26.18;16.96;182.4;15.72;0.94;13.48;10.04;56.2;23.67;5.93;14.8;92.92;386;40.32;51.5;11.93;3.21;12.96;29.85;12.95;77.14;14.74;103;71.78;8.82;33.7;88.66;34.26;19.12;19.6;91.3;21.94;136;123.7;44.14;95.85;48.4;49.2;543.6;13.62;20.82;75.82;686.8;13.2;8.3;82.2;25.04;12.4;23.41;42.89;95.15;30.02;23.16;360.65;10.17;22.9;13.5;18.85;49.04;194.6;62;192.6;28.14;23.6;16;3.12;107.4;81.35;15.85;7.39;103.4;41.47;76.55;119.4;149.75;144;22.54;14.17;35.91;129.42;79.26;12.48;300.5;6.49;90.4;53.64;22.86;376;9.06;10.08;9.54;23.72;42.23;81.64;4932.84
8/25/2022;24.81;9.29;140.65;1.47;132.1;103.9;85.44;11.24;21.01;132.4;141.4;52.1;26.74;126.1;10.24;58.1;105.35;53.39;46.64;4.68;26.13;17.06;182.45;15.7;0.94;13.29;10.05;56.45;23.62;6.01;14.6;93.07;389;40.51;51.54;11.94;3.24;13.16;29.7;12.91;77.1;14.75;103.1;72.34;8.77;33.81;88.44;34.44;19.13;19.64;91.25;21.84;135.9;124.85;44.58;96.9;48.25;49.3;543.5;13.53;21;75.26;687.7;13.41;8.27;82.75;24.98;12.41;23.78;43.35;95.3;29.94;23.24;359.55;10.15;22.54;13.52;19.13;49.28;195.5;61.9;191.25;28.33;23.88;16.18;3.09;107.1;80.45;16.19;7.27;105;41.52;76.7;118;152.75;145.7;22.46;14.09;36.52;127.32;79.14;12.53;299.6;6.44;90.35;54.04;23.01;379;9.04;10.2;9.61;23.6;42.07;81.9;4932.00
8/26/2022;24.07;9.12;138.3;1.44;129.64;101.92;83.56;11.2;20.61;130.2;140.6;50.9;26.36;123.5;10;57.8;104.85;52.42;45.85;4.7;25.53;16.9;178.4;15.64;0.93;13.28;9.95;55.25;23.43;5.93;14.33;91.95;378.4;39.56;50.56;11.94;3.15;12.98;29.22;12.75;75.72;14.03;99.5;71.04;8.81;32.68;87.7;34.04;18.6;19.35;90.35;21.6;133.3;123.9;43.76;96.75;47.2;47.65;528.9;13.2;20.46;73.96;669;12.99;8.08;80.4;24.27;12.48;23.54;43.1;94.6;29.5;23.22;352.75;10.03;22.05;13.27;18.46;49.37;194.7;61.25;187.85;27.41;23.71;16.01;2.96;104.8;81.89;16.11;7.17;104;40.8;75.65;116.4;149.4;140.9;22.18;13.74;35.57;124.7;77.96;12.42;289;6.35;87.8;53.96;22.61;373.5;9.04;10.01;9.25;23.12;40.82;80.38;4850.08
8/29/2022;23.57;9.11;136.1;1.43;128.24;100.38;86.48;11.26;20.65;131;139;50.65;26.22;121.2;9.91;57.3;101.35;52.37;45.76;4.74;25.28;16.92;174.5;15.84;0.99;13.13;9.79;55.7;23.3;5.74;14.28;91.78;368.2;38.62;50.22;11.95;3.06;12.8;29.27;12.2;75.26;14.48;93;69.74;8.77;32.33;87.2;33.48;18.97;19.18;90.3;21.77;134;121.9;44.18;95.05;46;48.15;517.1;13.1;20.52;72.46;662.9;12.66;8.06;79.7;24.19;12.27;24.21;40.4;93.25;28.4;23.1;346.85;10.2;22.05;13;18.48;48.87;188.5;60.35;185.4;27.99;23.93;16;2.92;103.4;81.41;16.14;7.06;99.9;40.56;73.8;112.8;144.5;137.5;21.98;13.75;35.1;122.24;76.36;12.59;281.1;6.31;88.25;54.4;22.39;369.5;9.02;10.34;9.22;22.94;40.93;82.6;4810.69
